id,customer_name,restaurant_name,cuisine_type,location,price_range,rating,liked
11,Megha Singh,Bangalore Burger,American,Bommanahalli,1158,4.3,0
7,Kumar Patel,Bangalore Paratha,Japanese,Malleswaram,1452,4.5,1
15,Aarav Singh,Bangalore Rolls,American,Hebbal,1192,4.1,0
15,Aisha Khan,Bangalore Pasta,Italian,Electronic City,1763,4.7,1
11,Sophia Singh,Bangalore Pancake,Italian,Domlur,1353,4.6,1
4,Kavita Naidu,Bangalore Thali,Indian,Whitefield,1800,4.5,1
5,Nisha Patel,Bangalore Pancake,Indian,Bommanahalli,1199,4.3,0
5,Mira Gupta,Bangalore Masala,Indian,Electronic City,1095,4.2,0
10,Kavita Naidu,Bangalore Pancake,Indian,Indiranagar,1198,3.9,1
3,Priya Gupta,Bangalore Rolls,Indian,Jayanagar,1800,4.4,1
15,Vinay Kumar,Bangalore Burger,American,Hebbal,1167,3.9,0
13,Ravi Verma,Bangalore Pasta,American,Domlur,1694,4.1,1
7,Vinay Kumar,Bangalore Dosa,Indian,Hebbal,1096,3.8,0
14,Priya Gupta,Bangalore Burger,American,Whitefield,1147,3.9,0
9,Mira Gupta,Bangalore Rolls,Indian,Hebbal,1200,3.8,0
2,Nisha Patel,Bangalore Paratha,Indian,Jayanagar,1107,3.9,0
3,Megha Singh,Bangalore Bites,Italian,Bommanahalli,1800,4.2,1
11,Mira Gupta,Bangalore Bites,Indian,Whitefield,1093,3.9,0
12,Aarav Singh,Bangalore Masala,Indian,Domlur,1229,4.5,1
12,Rakesh Singh,Bangalore Rolls,Italian,Domlur,1110,4.2,1
10,Sophia Singh,Bangalore Sandwich,Indian,Indiranagar,1800,4.5,1
11,Aarav Singh,Bangalore Burger,American,Bommanahalli,1000,4.0,0
6,Kavita Naidu,Bangalore Masala,Italian,Banashankari,1473,4.4,1
10,Vinay Kumar,Bangalore Pasta,Italian,Electronic City,1518,4.0,1
12,Priya Gupta,Bangalore Sushi,Italian,Electronic City,1540,4.4,1
2,Ravi Verma,Bangalore Biryani,Indian,Koramangala,1534,4.1,0
9,Aisha Khan,Bangalore Pizza,Italian,Jayanagar,1541,4.5,1
8,Ravi Verma,Bangalore Burger,American,Koramangala,1220,3.9,0
5,Kavita Naidu,Bangalore Paratha,Indian,Marathahalli,1524,4.4,1
11,Priya Gupta,Bangalore Sushi,Indian,Electronic City,1749,4.5,1
13,Priya Gupta,Bangalore Pancake,Italian,Jayanagar,1800,4.5,1
13,Aisha Khan,Bangalore Thali,Indian,Domlur,1520,4.3,1
4,Aarav Singh,Bangalore Dosa,Indian,Bommanahalli,1104,4.2,0
12,Aarav Singh,Bangalore Rolls,Indian,Domlur,1155,3.8,0
13,Kumar Patel,Bangalore Masala,Indian,Marathahalli,1500,4.2,0
14,Rajesh Kumar,Bangalore Sandwich,Indian,Hebbal,1191,4.3,0
11,Kumar Patel,Bangalore Dosa,Mediterranean,Indiranagar,1272,4.4,0
5,Priya Gupta,Bangalore Paratha,Japanese,Malleswaram,1484,4.3,1
10,Aisha Khan,Bangalore Bites,Indian,Jayanagar,1496,4.3,1
6,Aarav Singh,Bangalore Burger,Mediterranean,Koramangala,1365,3.9,0
15,Aisha Khan,Bangalore Sandwich,Italian,Jayanagar,1092,3.9,0
8,Aisha Khan,Bangalore Biryani,Mediterranean,Koramangala,1572,4.6,1
15,Kumar Patel,Bangalore Pasta,Indian,Jayanagar,1493,4.6,1
10,Aarav Singh,Bangalore Pancake,Japanese,Koramangala,1212,3.9,0
12,Ravi Verma,Spice Villa,Indian,Jayanagar,1129,4.3,1
11,Jyothi Reddy,Bangalore Paratha,Japanese,Koramangala,1800,4.6,1
14,Ravi Verma,Bangalore Pasta,Indian,Electronic City,1208,3.9,0
10,Ananya Patel,Bangalore Thali,Indian,Banashankari,1509,3.9,0
11,Rajesh Kumar,Bangalore Sushi,Indian,Jayanagar,1181,4.5,0
13,Kavita Naidu,Bangalore Pizza,Japanese,Domlur,1584,4.5,1
1,Megha Singh,Bangalore Biryani,Indian,Electronic City,1601,4.2,1
11,Nisha Patel,Bengaluru Grill,Indian,Indiranagar,1316,4.5,1
10,Megha Singh,Bangalore Bites,Indian,Marathahalli,1800,4.5,1
14,Rajesh Kumar,Bangalore Paratha,Japanese,Koramangala,1485,4.3,1
15,Kavita Naidu,Bangalore Biryani,Japanese,Banashankari,1186,3.9,0
11,Ananya Patel,Bangalore Bites,Indian,Jayanagar,1523,4.6,1
8,Mira Gupta,Spice Villa,Indian,Whitefield,1143,4.0,0
2,Rajesh Kumar,Bangalore Paratha,Indian,Indiranagar,1475,4.4,1
10,Megha Singh,Bangalore Pizza,Indian,Indiranagar,1000,3.9,0
12,Ravi Verma,Bangalore Sandwich,Indian,Banashankari,1052,3.8,0
12,Mira Gupta,Bangalore Thali,Indian,Banashankari,1270,4.0,0
7,Mira Gupta,Bangalore Burger,American,Koramangala,1149,4.0,0
7,Nisha Patel,Spice Villa,Indian,Malleswaram,1800,4.1,1
12,Sophia Singh,Bangalore Thali,Indian,Whitefield,1538,4.6,1
3,Vinay Kumar,Bangalore Sandwich,Italian,Domlur,1281,3.8,0
4,Jyothi Reddy,Bangalore Biryani,Japanese,Electronic City,1480,4.6,1
10,Kumar Patel,Bangalore Masala,Indian,Hebbal,1102,3.8,0
2,Jyothi Reddy,Bangalore Masala,American,Jayanagar,1092,4.1,0
3,Vinay Kumar,Bangalore Bites,Indian,Bommanahalli,1170,4.0,0
1,Kumar Patel,Bangalore Biryani,Indian,Marathahalli,1091,4.0,1
4,Kavita Naidu,Bangalore Sandwich,Indian,Malleswaram,1800,4.3,1
4,Aarav Singh,Bangalore Masala,Indian,Bellandur,1043,3.8,0
14,Vinay Kumar,Bangalore Pancake,Indian,Koramangala,1031,3.8,0
2,Vinay Kumar,Bangalore Sandwich,Indian,Koramangala,1022,3.8,0
13,Ananya Patel,Bangalore Pizza,Indian,Jayanagar,1800,4.7,1
2,Kumar Patel,Bangalore Pasta,Indian,Bommanahalli,1759,4.1,1
12,Ananya Patel,Bangalore Pancake,American,Hebbal,1079,4.1,0
10,Sophia Singh,Bangalore Burger,American,Jayanagar,1564,3.9,0
5,Aarav Singh,Bangalore Thali,Indian,Indiranagar,1529,4.1,1
14,Sophia Singh,Bangalore Bites,Indian,Domlur,1126,3.8,1
9,Ananya Patel,Bangalore Paratha,Indian,Indiranagar,1441,4.3,1
4,Nisha Patel,Bangalore Pizza,Indian,Banashankari,1707,3.8,0
4,Nisha Patel,Bangalore Paratha,Indian,Electronic City,1556,4.5,1
6,Ravi Verma,Bangalore Sandwich,Indian,Bommanahalli,1145,3.8,0
1,Sophia Singh,Bangalore Biryani,Indian,Koramangala,1258,3.8,1
15,Aarav Singh,Bangalore Sandwich,American,Whitefield,1246,4.0,0
12,Vinay Kumar,Bangalore Rolls,Indian,Hebbal,1115,4.0,0
5,Vinay Kumar,Bangalore Thali,Indian,Indiranagar,1451,4.2,1
4,Ananya Patel,Bangalore Thali,Indian,Domlur,1105,3.8,0
14,Aisha Khan,Bengaluru Grill,American,Jayanagar,1751,4.6,1
14,Mira Gupta,Bangalore Sandwich,American,Malleswaram,1800,4.7,1
5,Aarav Singh,Bangalore Sandwich,Indian,Domlur,1018,4.0,0
15,Sophia Singh,Bangalore Bites,Indian,Koramangala,1800,4.3,1
14,Vinay Kumar,Bangalore Sandwich,Indian,Whitefield,1800,4.4,1
7,Megha Singh,Bangalore Paratha,Indian,Malleswaram,1561,4.3,1
15,Sophia Singh,Bengaluru Grill,American,Jayanagar,1706,3.8,0
8,Aisha Khan,Bengaluru Grill,Indian,Bommanahalli,1469,4.3,1
9,Aisha Khan,Bangalore Biryani,American,Koramangala,1670,4.3,1
5,Nisha Patel,Bangalore Pizza,Italian,Domlur,1531,4.6,1
15,Aisha Khan,Bangalore Paratha,Japanese,Hebbal,1112,4.2,1
5,Ananya Patel,Bangalore Thali,Indian,Indiranagar,1753,4.5,1
11,Ravi Verma,Bangalore Masala,Indian,Malleswaram,1797,4.6,1
1,Mira Gupta,Bangalore Masala,Indian,Bellandur,1188,3.9,0
4,Kavita Naidu,Bangalore Rolls,Indian,Electronic City,1182,3.9,0
14,Vinay Kumar,Bangalore Dosa,Indian,Bellandur,1185,3.8,0
5,Aisha Khan,Bangalore Paratha,Italian,Banashankari,1800,4.6,1
12,Mira Gupta,Bangalore Pasta,Indian,Electronic City,1513,4.3,1
7,Aarav Singh,Bengaluru Grill,Italian,Jayanagar,1202,3.8,1
6,Kumar Patel,Bangalore Masala,Indian,Whitefield,1552,4.2,0
11,Vinay Kumar,Bangalore Sandwich,American,Hebbal,1190,3.9,0
7,Mira Gupta,Spice Villa,Indian,Domlur,1257,3.8,0
14,Mira Gupta,Bangalore Burger,Mediterranean,Bellandur,1167,3.9,0
15,Sophia Singh,Bengaluru Grill,Italian,Malleswaram,1782,4.7,1
10,Kumar Patel,Spice Villa,Japanese,Bommanahalli,1094,3.9,0
3,Sophia Singh,Bangalore Paratha,Indian,Marathahalli,1445,4.4,1
15,Priya Gupta,Bangalore Sandwich,Mediterranean,Bellandur,1137,3.9,0
10,Kavita Naidu,Bangalore Pizza,Indian,Bellandur,1464,4.5,1
13,Rajesh Kumar,Bangalore Masala,Indian,Jayanagar,1192,4.0,0
14,Kumar Patel,Spice Villa,Indian,Banashankari,1174,4.0,0
15,Kumar Patel,Bangalore Pancake,American,Jayanagar,1051,3.8,0
11,Kavita Naidu,Bangalore Paratha,American,Hebbal,1800,3.8,0
1,Ananya Patel,Bangalore Bites,Indian,Indiranagar,1484,4.4,1
5,Kavita Naidu,Bangalore Pancake,American,Bellandur,1150,3.9,0
14,Mira Gupta,Spice Villa,Mediterranean,Malleswaram,1131,4.3,0
7,Nisha Patel,Bangalore Paratha,Indian,Jayanagar,1564,4.6,1
13,Kumar Patel,Bangalore Paratha,Japanese,Jayanagar,1800,4.7,1
4,Aarav Singh,Bangalore Thali,Indian,Indiranagar,1167,4.2,0
3,Vinay Kumar,Bangalore Masala,Indian,Banashankari,1111,4.1,0
11,Priya Gupta,Bangalore Sushi,American,Banashankari,1239,4.4,1
13,Rajesh Kumar,Bangalore Masala,Indian,Koramangala,1147,3.9,0
6,Kavita Naidu,Bangalore Sandwich,Indian,Banashankari,1218,4.0,0
5,Mira Gupta,Bangalore Dosa,Mediterranean,Banashankari,1800,4.1,0
7,Rajesh Kumar,Bangalore Biryani,Mediterranean,Koramangala,1000,3.9,0
10,Aisha Khan,Bangalore Bites,Italian,Banashankari,1574,4.6,1
12,Kumar Patel,Bangalore Thali,Japanese,Banashankari,1800,4.6,1
11,Aisha Khan,Bangalore Bites,Japanese,Jayanagar,1521,4.6,1
12,Jyothi Reddy,Bangalore Sandwich,Indian,Jayanagar,1768,4.7,1
10,Priya Gupta,Bangalore Masala,Indian,Bommanahalli,1173,4.3,1
6,Rakesh Singh,Bangalore Masala,Indian,Whitefield,1199,4.5,1
12,Vinay Kumar,Bangalore Pancake,American,Hebbal,1160,3.9,0
15,Megha Singh,Bangalore Paratha,Italian,Electronic City,1775,4.6,1
6,Megha Singh,Bangalore Paratha,Italian,Malleswaram,1520,4.7,1
5,Priya Gupta,Bangalore Paratha,Indian,Jayanagar,1516,4.5,1
3,Sophia Singh,Bangalore Paratha,Indian,Banashankari,1800,4.3,1
15,Rajesh Kumar,Bangalore Sandwich,Indian,Electronic City,1540,4.4,1
14,Jyothi Reddy,Bangalore Bites,Japanese,Indiranagar,1800,4.3,1
4,Jyothi Reddy,Bangalore Pizza,Indian,Whitefield,1759,4.3,0
10,Priya Gupta,Bangalore Paratha,Indian,Marathahalli,1486,4.5,1
8,Aarav Singh,Spice Villa,Mediterranean,Hebbal,1263,3.8,0
13,Ravi Verma,Bengaluru Grill,Indian,Indiranagar,1800,4.0,0
4,Ananya Patel,Spice Villa,Indian,Marathahalli,1550,4.6,1
5,Nisha Patel,Bangalore Pancake,Italian,Koramangala,1288,4.1,0
15,Aisha Khan,Bangalore Sushi,Japanese,Domlur,1645,4.3,1
3,Rakesh Singh,Bangalore Bites,Indian,Banashankari,1399,4.2,1
12,Aarav Singh,Bangalore Sandwich,Japanese,Koramangala,1197,4.6,1
13,Megha Singh,Bangalore Paratha,Japanese,Malleswaram,1418,4.6,1
1,Sophia Singh,Bangalore Masala,Indian,Bommanahalli,1711,4.6,1
13,Rajesh Kumar,Bangalore Pasta,Indian,Domlur,1488,4.3,1
13,Priya Gupta,Bangalore Thali,Italian,Whitefield,1746,4.3,0
15,Priya Gupta,Bangalore Pasta,Italian,Indiranagar,1643,4.6,1
13,Priya Gupta,Bangalore Biryani,Japanese,Electronic City,1800,4.3,1
12,Mira Gupta,Bangalore Sandwich,Indian,Whitefield,1184,4.0,0
11,Ravi Verma,Spice Villa,Indian,Bommanahalli,1214,3.8,0
4,Rajesh Kumar,Bangalore Masala,Indian,Jayanagar,1515,4.3,1
10,Kumar Patel,Bengaluru Grill,Indian,Koramangala,1042,4.4,0
3,Sophia Singh,Bangalore Paratha,Italian,Electronic City,1459,4.5,1
10,Kavita Naidu,Bangalore Sandwich,Indian,Electronic City,1088,4.2,1
14,Kumar Patel,Bangalore Sandwich,Indian,Koramangala,1175,3.8,0
5,Nisha Patel,Bengaluru Grill,Indian,Whitefield,1726,4.7,1
3,Jyothi Reddy,Bangalore Paratha,Japanese,Bommanahalli,1624,4.2,1
1,Kavita Naidu,Bangalore Sushi,Indian,Marathahalli,1800,4.4,1
14,Rakesh Singh,Bangalore Burger,Mediterranean,Bommanahalli,1235,4.2,0
9,Megha Singh,Bangalore Thali,Indian,Malleswaram,1770,4.3,1
12,Rajesh Kumar,Bangalore Sandwich,Indian,Koramangala,1062,4.1,0
14,Vinay Kumar,Bangalore Biryani,Italian,Jayanagar,1522,4.7,1
12,Ravi Verma,Bangalore Bites,Italian,Jayanagar,1800,4.5,1
12,Kumar Patel,Bangalore Rolls,Italian,Koramangala,1059,4.1,1
13,Rakesh Singh,Bangalore Burger,American,Jayanagar,1662,4.4,0
9,Aarav Singh,Bangalore Masala,Indian,Banashankari,1040,4.1,0
10,Nisha Patel,Bangalore Sushi,Indian,Indiranagar,1800,4.6,1
14,Aarav Singh,Bangalore Burger,American,Bellandur,1106,3.8,0
2,Aisha Khan,Bangalore Paratha,Indian,Koramangala,1800,4.4,1
2,Rajesh Kumar,Bangalore Sandwich,Indian,Banashankari,1017,3.8,0
15,Aarav Singh,Bangalore Rolls,American,Koramangala,1193,4.0,0
12,Vinay Kumar,Bangalore Burger,Japanese,Jayanagar,1183,4.0,0
6,Aisha Khan,Bangalore Pasta,Indian,Bommanahalli,1800,4.4,1
8,Nisha Patel,Bangalore Paratha,Indian,Domlur,1762,4.3,1
6,Priya Gupta,Bangalore Rolls,Indian,Whitefield,1237,4.4,1
14,Nisha Patel,Bangalore Paratha,Japanese,Bellandur,1800,4.4,1
12,Kavita Naidu,Bangalore Pasta,Indian,Koramangala,1800,4.6,1
9,Rajesh Kumar,Bengaluru Grill,Indian,Bommanahalli,1746,4.3,0
13,Vinay Kumar,Bangalore Sushi,Indian,Indiranagar,1800,4.5,1
5,Aisha Khan,Bangalore Paratha,Japanese,Electronic City,1537,4.5,1
13,Jyothi Reddy,Bangalore Sushi,Japanese,Koramangala,1555,4.3,0
6,Ravi Verma,Spice Villa,Indian,Marathahalli,1106,3.8,1
13,Kavita Naidu,Bangalore Masala,American,Hebbal,1002,3.8,0
4,Aisha Khan,Bangalore Bites,Indian,Electronic City,1004,3.9,1
12,Vinay Kumar,Bangalore Rolls,Indian,Koramangala,1000,3.9,0
13,Aarav Singh,Bangalore Burger,American,Banashankari,1171,4.1,0
8,Priya Gupta,Bangalore Masala,Indian,Whitefield,1143,4.0,0
4,Jyothi Reddy,Bangalore Burger,Indian,Whitefield,1792,4.6,1
15,Mira Gupta,Bangalore Rolls,Indian,Bommanahalli,1099,4.0,0
15,Aisha Khan,Bangalore Biryani,Italian,Koramangala,1765,4.5,1
11,Aisha Khan,Bangalore Thali,Italian,Domlur,1800,4.7,1
13,Aarav Singh,Bangalore Sandwich,American,Hebbal,1226,4.0,0
13,Mira Gupta,Bangalore Masala,Indian,Bommanahalli,1222,3.8,0
4,Megha Singh,Bengaluru Grill,Indian,Indiranagar,1450,4.2,1
8,Priya Gupta,Bangalore Pancake,Indian,Whitefield,1060,4.0,0
10,Megha Singh,Bangalore Bites,Japanese,Jayanagar,1800,4.4,1
4,Aisha Khan,Spice Villa,Indian,Koramangala,1800,3.8,0
12,Vinay Kumar,Bangalore Masala,Indian,Electronic City,1306,3.9,0
5,Jyothi Reddy,Bangalore Paratha,Indian,Electronic City,1800,4.2,1
14,Sophia Singh,Bangalore Pizza,Indian,Domlur,1734,4.6,1
4,Ravi Verma,Bangalore Bites,Indian,Indiranagar,1438,4.4,1
4,Nisha Patel,Bangalore Biryani,Indian,Jayanagar,1463,4.3,1
12,Mira Gupta,Bangalore Dosa,Indian,Koramangala,1150,3.9,0
9,Ravi Verma,Bangalore Burger,Indian,Malleswaram,1032,4.0,1
15,Priya Gupta,Bangalore Paratha,American,Koramangala,1109,4.1,1
5,Kavita Naidu,Bangalore Bites,Indian,Indiranagar,1442,4.5,1
9,Priya Gupta,Bangalore Pizza,American,Banashankari,1173,4.5,1
4,Aarav Singh,Bangalore Masala,Indian,Koramangala,1072,4.4,0
9,Rajesh Kumar,Bangalore Sandwich,American,Banashankari,1271,3.9,0
13,Aisha Khan,Bangalore Biryani,Italian,Jayanagar,1749,4.5,1
15,Kumar Patel,Bangalore Masala,Mediterranean,Bellandur,1208,4.0,0
12,Rajesh Kumar,Bangalore Paratha,Indian,Indiranagar,1515,4.0,0
1,Nisha Patel,Bangalore Masala,Indian,Indiranagar,1510,4.4,0
9,Rakesh Singh,Bangalore Bites,Japanese,Whitefield,1563,4.7,1
12,Vinay Kumar,Bangalore Sandwich,Indian,Jayanagar,1111,3.8,0
11,Kavita Naidu,Bangalore Sandwich,Japanese,Koramangala,1025,3.9,1
12,Ananya Patel,Bangalore Biryani,Indian,Banashankari,1435,4.3,1
6,Mira Gupta,Bangalore Sushi,Indian,Electronic City,1069,4.4,1
9,Rakesh Singh,Bangalore Pizza,Indian,Jayanagar,1800,3.8,1
10,Ravi Verma,Bangalore Sushi,Indian,Koramangala,1534,4.6,1
13,Vinay Kumar,Bengaluru Grill,Mediterranean,Domlur,1123,4.0,0
5,Ravi Verma,Spice Villa,Indian,Banashankari,1097,4.4,1
2,Sophia Singh,Bangalore Thali,Indian,Malleswaram,1800,4.5,1
6,Sophia Singh,Bangalore Sushi,Italian,Koramangala,1786,4.5,1
11,Kavita Naidu,Spice Villa,Indian,Bommanahalli,1009,3.9,0
8,Vinay Kumar,Bangalore Paratha,Japanese,Koramangala,1800,4.6,0
14,Mira Gupta,Bangalore Rolls,Japanese,Koramangala,1508,3.8,1
4,Ravi Verma,Bangalore Bites,Japanese,Hebbal,1800,4.2,1
13,Kavita Naidu,Bangalore Thali,Italian,Jayanagar,1551,4.6,1
6,Vinay Kumar,Bangalore Sushi,Mediterranean,Banashankari,1116,3.8,0
7,Aarav Singh,Bangalore Pasta,Japanese,Koramangala,1723,4.4,1
13,Ravi Verma,Bangalore Sandwich,Mediterranean,Jayanagar,1142,4.2,0
7,Priya Gupta,Bangalore Paratha,Indian,Electronic City,1499,4.2,1
9,Priya Gupta,Bangalore Sushi,Indian,Bommanahalli,1103,4.1,1
12,Aarav Singh,Bangalore Pancake,American,Hebbal,1027,3.8,0
11,Aarav Singh,Bangalore Thali,Japanese,Koramangala,1800,4.5,1
3,Rakesh Singh,Bangalore Pancake,Japanese,Koramangala,1000,4.1,1
13,Mira Gupta,Bangalore Masala,Indian,Hebbal,1090,3.8,0
3,Nisha Patel,Bangalore Pasta,Indian,Marathahalli,1559,4.6,1
4,Kavita Naidu,Bangalore Thali,Indian,Banashankari,1788,4.5,1
13,Priya Gupta,Bangalore Thali,Indian,Malleswaram,1748,4.3,1
12,Vinay Kumar,Bangalore Sandwich,Mediterranean,Indiranagar,1000,4.5,0
5,Nisha Patel,Bangalore Thali,Indian,Indiranagar,1062,4.3,1
12,Mira Gupta,Bangalore Bites,Indian,Bellandur,1525,4.3,1
5,Nisha Patel,Bangalore Masala,Indian,Bommanahalli,1800,4.1,1
7,Rajesh Kumar,Bangalore Pizza,Italian,Bellandur,1577,4.6,1
6,Vinay Kumar,Bangalore Pasta,Indian,Koramangala,1480,4.3,1
8,Kavita Naidu,Bangalore Bites,Indian,Hebbal,1184,3.8,0
5,Rakesh Singh,Bangalore Dosa,Indian,Koramangala,1460,4.4,0
3,Vinay Kumar,Bangalore Pancake,Indian,Bellandur,1187,3.9,0
13,Nisha Patel,Bangalore Sushi,Italian,Koramangala,1771,4.7,1
15,Aisha Khan,Bangalore Sushi,Italian,Koramangala,1764,4.2,1
15,Megha Singh,Bangalore Sushi,Japanese,Marathahalli,1800,4.6,1
8,Nisha Patel,Bangalore Dosa,Indian,Marathahalli,1409,4.2,1
13,Mira Gupta,Bangalore Burger,American,Hebbal,1129,3.9,0
14,Vinay Kumar,Bangalore Sandwich,American,Jayanagar,1019,3.9,0
3,Aisha Khan,Bangalore Paratha,Indian,Indiranagar,1475,4.4,1
11,Kumar Patel,Bangalore Bites,Indian,Banashankari,1467,4.5,1
15,Mira Gupta,Bangalore Dosa,Indian,Malleswaram,1275,4.6,0
4,Ananya Patel,Bangalore Pizza,Japanese,Domlur,1447,4.4,1
15,Megha Singh,Bangalore Pasta,Indian,Indiranagar,1046,4.3,1
12,Aarav Singh,Bangalore Burger,Indian,Banashankari,1061,3.8,0
14,Ananya Patel,Spice Villa,Indian,Bellandur,1029,4.4,0
15,Sophia Singh,Bangalore Sushi,Italian,Banashankari,1779,4.5,1
12,Aarav Singh,Bangalore Thali,Japanese,Bellandur,1167,3.9,0
14,Ananya Patel,Bangalore Paratha,Indian,Jayanagar,1768,4.7,1
3,Kavita Naidu,Bangalore Thali,Indian,Marathahalli,1800,4.5,1
2,Ananya Patel,Spice Villa,Indian,Bellandur,1800,4.5,1
6,Priya Gupta,Bangalore Pizza,Japanese,Bommanahalli,1648,4.4,1
10,Megha Singh,Bangalore Sandwich,Indian,Koramangala,1565,4.3,1
8,Rajesh Kumar,Bangalore Sandwich,Indian,Hebbal,1120,4.2,0
7,Nisha Patel,Bangalore Biryani,Indian,Bellandur,1230,3.8,0
1,Sophia Singh,Bangalore Bites,Indian,Malleswaram,1752,4.6,1
14,Rakesh Singh,Bangalore Pancake,American,Whitefield,1230,3.8,0
14,Megha Singh,Bangalore Sandwich,Indian,Indiranagar,1000,4.1,0
5,Aisha Khan,Spice Villa,Indian,Koramangala,1579,4.3,1
15,Priya Gupta,Bangalore Pasta,Indian,Electronic City,1521,4.3,1
12,Ravi Verma,Bangalore Masala,Indian,Banashankari,1506,3.8,1
11,Ravi Verma,Bangalore Sushi,Japanese,Whitefield,1800,4.6,1
4,Kavita Naidu,Bangalore Sushi,Indian,Electronic City,1530,4.6,1
12,Vinay Kumar,Bangalore Pizza,Mediterranean,Koramangala,1147,3.9,0
13,Aarav Singh,Bangalore Biryani,Indian,Bommanahalli,1048,3.9,0
11,Priya Gupta,Bangalore Pizza,Italian,Electronic City,1431,4.3,1
15,Aarav Singh,Bangalore Burger,Indian,Koramangala,1798,4.6,0
14,Aisha Khan,Bangalore Sushi,Italian,Koramangala,1794,4.5,1
9,Aarav Singh,Bangalore Biryani,Indian,Malleswaram,1083,4.1,0
11,Kavita Naidu,Bangalore Rolls,Indian,Koramangala,1800,4.0,0
8,Aisha Khan,Spice Villa,Italian,Malleswaram,1516,4.4,0
5,Ananya Patel,Bangalore Dosa,Indian,Koramangala,1520,3.9,0
9,Aarav Singh,Bangalore Burger,American,Koramangala,1017,3.9,0
13,Priya Gupta,Bangalore Dosa,Indian,Domlur,1489,4.6,1
12,Jyothi Reddy,Bangalore Sushi,Japanese,Koramangala,1760,4.7,1
10,Jyothi Reddy,Bangalore Paratha,Indian,Koramangala,1518,4.3,1
6,Vinay Kumar,Spice Villa,Italian,Domlur,1555,4.1,1
6,Rajesh Kumar,Bangalore Sushi,Indian,Domlur,1800,3.9,0
5,Sophia Singh,Bangalore Pancake,Indian,Indiranagar,1496,4.6,1
13,Rakesh Singh,Bangalore Sandwich,Indian,Bommanahalli,1093,4.0,0
12,Vinay Kumar,Bangalore Sandwich,Indian,Banashankari,1124,4.3,1
8,Rakesh Singh,Bangalore Burger,Indian,Jayanagar,1800,3.8,0
9,Priya Gupta,Bangalore Pancake,Indian,Marathahalli,1800,4.5,1
12,Aisha Khan,Bangalore Thali,Italian,Jayanagar,1800,4.7,1
13,Aisha Khan,Bangalore Sushi,Italian,Indiranagar,1800,4.7,1
14,Aisha Khan,Bangalore Biryani,Indian,Bellandur,1490,4.1,1
14,Rakesh Singh,Bangalore Burger,Mediterranean,Koramangala,1214,4.0,0
5,Aarav Singh,Bangalore Burger,American,Banashankari,1106,3.9,0
1,Vinay Kumar,Bangalore Masala,Indian,Indiranagar,1473,4.3,1
3,Priya Gupta,Bangalore Rolls,Indian,Koramangala,1005,4.2,1
10,Aisha Khan,Bangalore Thali,Indian,Koramangala,1800,4.4,1
10,Jyothi Reddy,Bangalore Paratha,Japanese,Marathahalli,1800,4.7,1
14,Aarav Singh,Bangalore Masala,American,Bellandur,1117,4.1,0
10,Aisha Khan,Bangalore Sushi,Indian,Electronic City,1800,4.7,1
14,Ravi Verma,Bangalore Rolls,Indian,Banashankari,1000,3.8,0
11,Jyothi Reddy,Bangalore Sandwich,Indian,Electronic City,1308,4.4,0
2,Ravi Verma,Bangalore Rolls,Indian,Indiranagar,1087,4.2,1
2,Kavita Naidu,Spice Villa,Indian,Banashankari,1201,4.3,0
1,Ananya Patel,Bangalore Biryani,Indian,Malleswaram,1708,4.5,1
15,Nisha Patel,Bangalore Bites,Japanese,Domlur,1686,4.6,1
9,Rakesh Singh,Bangalore Thali,Indian,Indiranagar,1800,4.4,1
11,Aisha Khan,Bangalore Sushi,Italian,Jayanagar,1787,4.7,1
11,Megha Singh,Bangalore Pizza,Italian,Electronic City,1686,4.5,1
11,Nisha Patel,Bangalore Sandwich,Mediterranean,Koramangala,1123,4.0,1
4,Rajesh Kumar,Bangalore Biryani,Indian,Hebbal,1168,3.8,0
12,Priya Gupta,Bangalore Biryani,Indian,Electronic City,1718,4.6,1
1,Mira Gupta,Bangalore Masala,Indian,Bommanahalli,1497,4.4,1
14,Aarav Singh,Bangalore Pizza,Italian,Jayanagar,1725,4.3,1
7,Vinay Kumar,Bangalore Biryani,American,Koramangala,1749,4.4,1
13,Priya Gupta,Bangalore Paratha,Italian,Bellandur,1497,3.8,1
15,Megha Singh,Bangalore Pancake,Indian,Koramangala,1065,4.7,1
4,Kavita Naidu,Bangalore Masala,Indian,Domlur,1800,3.8,0
3,Aarav Singh,Bangalore Pizza,Indian,Koramangala,1778,4.6,1
15,Jyothi Reddy,Bangalore Thali,Indian,Domlur,1793,4.7,1
9,Kavita Naidu,Spice Villa,Italian,Domlur,1800,4.3,1
15,Aarav Singh,Bangalore Biryani,Italian,Jayanagar,1650,4.2,1
4,Nisha Patel,Bangalore Masala,Indian,Electronic City,1160,4.1,0
14,Rakesh Singh,Spice Villa,American,Marathahalli,1197,3.8,0
6,Kumar Patel,Bangalore Rolls,Mediterranean,Bommanahalli,1070,3.9,0
3,Kavita Naidu,Bangalore Biryani,Japanese,Marathahalli,1777,4.5,1
10,Ravi Verma,Bangalore Bites,Indian,Indiranagar,1093,4.1,0
13,Rajesh Kumar,Spice Villa,Indian,Hebbal,1000,4.0,0
3,Jyothi Reddy,Bangalore Thali,Indian,Domlur,1440,4.5,1
13,Megha Singh,Bangalore Sandwich,Indian,Bommanahalli,1029,3.8,0
